county,location_type,Sex,Age,household_size,education_level,marital_status,has_disability,monthly_income,experienced_shock,mobile_ownership_1,mobile_money_access,barriers_mobile_money,Savings_formal,Savings_informal,Loan_formal,Loan_informal,defaulted,formal_service_use,barriers_bank,prodsum1,fl_score,nfhi_11,nfhi_12,nfhi_13,accessto_13k_1month,not_difficult,financial_status
Makueni,563,Female,5,2,3,4,0,5000,0,1,1,0,1,0,1,0,1,1,0,5,2,1,1,1,0,0,Worsened
Machakos,531,Female,4,2,3,4,0,5000,1,0,1,0,1,1,1,1,1,1,1,7,3,1,1,1,0,0,Worsened
Wajir,254,Female,3,3,1,4,0,5000,1,1,1,0,0,0,0,0,0,1,0,2,3,1,1,1,1,1,Improved
Kakamega,1390,Female,3,2,2,4,0,5000,1,1,1,0,1,1,0,0,0,1,1,5,2,1,1,1,1,0,Stayed the same
Narok,1210,Male,2,1,3,1,0,5000,0,0,1,7,0,0,0,0,0,1,2,0,2,1,1,1,0,0,Stayed the same
Embu,449,Female,6,2,2,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,Improved
Nakuru,1168,Male,2,2,3,1,0,5000,1,1,1,8,1,0,0,1,0,1,0,3,1,0,1,1,1,0,Stayed the same
Nairobi City,1805,Male,3,2,3,4,0,5000,0,1,1,0,1,0,0,0,0,1,0,8,2,1,1,1,1,1,Stayed the same
Wajir,240,Female,2,3,1,4,0,5000,1,1,1,0,1,0,0,1,0,1,1,3,0,1,1,1,1,1,Stayed the same
Trans Nzoia,934,Female,5,1,4,1,0,5000,0,1,1,0,0,0,1,0,0,1,0,5,3,1,1,0,1,0,Worsened
Isiolo,326,Male,4,2,1,4,0,5000,0,1,1,0,1,0,0,1,0,1,0,3,3,1,1,1,1,0,Stayed the same
Laikipia,1119,Female,6,3,1,3,1,5000,1,0,0,1,0,1,0,1,0,0,1,2,0,1,1,1,1,1,Improved
Nyeri,656,Male,6,2,3,2,0,5000,1,1,1,0,0,0,0,0,0,1,0,2,2,1,1,1,0,0,Stayed the same
Migori,1660,Female,3,2,2,1,0,5000,0,0,1,7,0,0,0,0,0,1,4,0,2,0,1,1,0,0,Worsened
Nyamira,1733,Female,2,1,3,4,0,5000,1,1,1,0,1,1,1,0,1,1,1,9,3,0,0,0,1,0,Worsened
West Pokot,874,Male,3,2,2,4,0,5000,0,1,0,1,0,0,0,0,0,0,4,0,1,0,1,0,0,0,Improved
Bomet,1316,Female,5,2,2,4,0,5000,1,1,1,0,1,0,1,0,1,1,4,4,2,1,1,0,1,0,Worsened
Tana River,150,Male,3,1,3,4,0,5000,1,1,1,0,1,0,1,0,0,1,0,8,2,1,0,1,0,0,Stayed the same
Laikipia,1108,Female,5,2,1,4,0,5000,0,1,1,0,0,0,0,1,1,1,1,2,1,0,1,0,0,0,Worsened
Narok,1192,Female,5,2,1,4,0,5000,0,1,1,0,1,0,0,0,0,1,1,2,3,0,1,1,0,0,Stayed the same
Trans Nzoia,938,Female,3,1,3,4,0,5000,0,1,1,0,0,0,1,0,1,1,1,3,3,1,1,0,0,0,Worsened
Marsabit,310,Female,4,2,3,4,0,5000,1,1,1,7,0,0,0,0,0,1,1,0,1,0,1,0,0,0,Worsened
Marsabit,319,Female,4,2,2,2,0,5000,0,1,1,0,0,0,0,1,0,1,0,3,2,0,1,0,0,0,Worsened
Nairobi City,1779,Female,2,2,4,1,0,5000,0,1,1,0,1,0,0,1,1,1,1,2,2,1,1,1,1,0,Improved
Samburu,893,Male,5,3,1,4,0,5000,0,1,1,0,0,0,0,1,0,1,1,2,2,0,0,1,1,0,Worsened
Kiambu,813,Male,4,1,2,4,0,5000,1,1,1,0,1,0,1,1,1,1,1,4,3,0,0,1,0,0,Worsened
Kajiado,1258,Male,5,1,3,4,0,5000,1,1,1,0,1,1,1,0,0,1,0,10,2,1,0,0,1,1,Worsened
Migori,1668,Female,6,2,2,4,0,5000,1,1,1,0,0,0,1,0,1,1,1,2,3,1,1,1,0,0,Worsened
Garissa,1836,Female,3,1,2,4,0,5000,0,1,1,0,0,1,0,0,0,1,1,2,2,1,0,1,0,0,Stayed the same
Kajiado,1228,Female,5,2,3,4,0,5000,1,1,1,0,1,1,0,1,0,1,1,7,2,1,1,0,1,1,Worsened
Kericho,1294,Male,6,2,2,4,0,5000,1,0,0,7,0,0,0,0,0,0,4,1,1,0,1,1,0,0,Improved
Nyandarua,628,Male,5,2,2,4,0,5000,0,1,1,0,0,1,0,1,0,1,0,6,3,0,0,0,1,0,Worsened
Kirinyaga,714,Female,4,1,4,4,0,5000,0,1,1,0,0,1,1,0,0,1,0,8,2,1,1,1,1,0,Worsened
Kiambu,781,Male,6,1,2,4,1,5000,1,1,1,0,1,1,1,0,1,1,0,10,3,1,1,0,0,0,Worsened
Meru,383,Female,2,2,2,4,0,5000,0,1,1,0,0,0,0,1,0,1,1,3,2,0,0,0,0,0,Worsened
Homabay,1613,Male,6,1,4,4,0,5000,1,1,1,0,1,0,0,0,0,1,1,3,1,1,0,0,0,0,Worsened
Kwale,50,Female,3,2,2,4,0,5000,1,0,1,0,1,0,0,0,0,1,1,3,3,0,1,0,1,0,Improved
Kwale,79,Female,2,2,3,1,0,5000,0,1,1,0,0,1,0,0,0,1,4,2,2,0,1,1,1,0,Improved
Turkana,829,Male,2,2,3,1,0,5000,1,1,1,0,1,0,1,0,1,1,0,11,3,0,1,1,1,1,Stayed the same
Baringo,1085,Male,3,2,3,4,0,5000,1,1,0,0,0,0,1,1,1,1,1,3,3,0,1,1,1,0,Stayed the same
Nyamira,1743,Female,3,2,3,4,0,5000,0,1,1,0,0,1,1,0,1,1,1,3,3,1,1,1,0,0,Worsened
Baringo,1067,Male,6,1,2,4,0,5000,1,1,1,0,1,0,0,1,0,1,0,7,2,0,0,1,1,0,Improved
Kakamega,1354,Male,2,2,3,1,0,5000,0,1,1,0,1,0,1,0,1,1,1,4,3,0,1,1,0,0,Stayed the same
Machakos,513,Female,3,2,3,4,0,5000,1,1,1,0,0,0,1,0,1,1,0,2,3,1,0,0,0,0,Worsened
Kisumu,1572,Female,3,2,2,4,0,5000,1,1,1,0,0,1,1,1,1,1,1,6,3,0,1,0,0,0,Worsened
Kajiado,1271,Male,3,2,3,1,0,5000,1,1,1,0,1,0,1,0,0,1,0,10,3,1,1,0,1,1,Improved
Laikipia,1117,Female,2,1,3,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,3,1,1,1,1,1,Worsened
Homabay,1638,Female,3,1,4,4,0,5000,1,1,1,0,1,0,1,0,0,1,0,5,3,1,0,0,1,1,Stayed the same
Mombasa,34,Female,3,2,3,1,0,5000,0,1,1,0,1,0,1,0,1,1,1,6,3,1,1,1,1,0,Worsened
Homabay,1625,Female,2,1,3,4,0,5000,1,1,1,0,1,0,0,0,0,1,1,3,2,1,1,1,0,0,Worsened
Nyamira,1767,Female,5,2,3,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,2,1,1,1,0,0,Stayed the same
Homabay,1627,Female,5,2,2,4,0,5000,1,1,1,0,1,0,0,1,1,1,1,3,2,0,0,1,0,0,Worsened
Bungoma,1475,Male,2,1,3,1,0,5000,1,1,1,0,1,0,1,0,1,1,1,7,3,0,1,0,1,1,Improved
Kitui,490,Male,6,3,1,4,0,5000,1,0,1,9,0,0,0,0,0,1,0,1,2,1,1,1,0,0,Worsened
Kisumu,1565,Female,4,2,2,4,0,5000,1,1,1,0,0,1,0,1,0,1,1,4,3,0,0,0,0,0,Worsened
Makueni,578,Female,5,2,3,4,0,5000,0,1,1,0,0,0,0,1,0,1,0,4,3,1,1,1,1,0,Improved
Bomet,1340,Male,2,2,3,1,0,5000,0,1,1,0,1,0,1,0,0,1,0,7,2,0,1,1,1,0,Improved
Kisumu,1587,Female,3,1,2,4,0,5000,1,1,1,0,1,0,0,0,1,1,1,3,1,0,0,1,1,0,Worsened
Marsabit,309,Male,5,2,2,4,0,5000,0,1,1,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,Worsened
Kisumu,1581,Female,2,2,3,1,0,5000,0,1,1,0,1,0,0,0,0,1,2,4,1,0,0,1,0,0,Worsened
Tharaka-Nithi,414,Female,6,3,1,4,0,5000,0,0,0,7,0,0,0,0,0,0,1,0,2,0,0,1,0,0,Worsened
Kitui,507,Female,4,2,4,4,0,5000,0,1,1,0,1,1,1,0,0,1,0,16,3,1,1,1,1,1,Stayed the same
Tana River,147,Male,2,2,3,1,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,3,1,1,1,1,0,Stayed the same
Turkana,830,Male,6,3,1,4,0,5000,0,0,1,0,1,0,0,1,1,1,1,3,2,0,0,1,0,0,Stayed the same
Turkana,846,Female,2,3,2,4,1,5000,0,1,1,0,1,0,0,0,0,1,1,3,0,0,1,1,0,0,Worsened
Garissa,233,Female,5,1,1,3,0,5000,0,1,1,0,0,0,0,1,1,1,1,2,1,0,0,1,0,0,Stayed the same
Nairobi City,1794,Male,3,2,4,4,0,5000,0,1,1,0,1,0,0,0,0,1,0,7,3,1,1,1,1,1,Improved
Kajiado,1264,Female,3,2,2,1,0,5000,1,1,1,0,1,0,0,1,1,1,1,3,1,0,0,0,0,0,Worsened
Turkana,846,Female,4,3,1,4,0,5000,1,1,1,0,1,0,1,0,1,1,8,3,2,0,0,1,0,0,Improved
Kisii,1699,Female,6,2,1,3,0,5000,0,1,1,0,0,0,0,0,0,1,1,2,1,0,1,1,1,1,Worsened
Meru,370,Female,6,2,3,3,0,5000,0,1,1,0,1,1,1,1,1,1,8,10,3,0,0,0,1,0,Worsened
Nyandarua,638,Female,2,1,3,4,0,5000,0,1,1,0,1,0,0,1,0,1,0,5,3,1,0,1,1,1,Improved
Nyandarua,632,Female,3,1,4,1,0,5000,1,1,1,0,1,0,1,1,0,1,0,9,3,0,1,0,1,1,Improved
Mombasa,18,Female,2,2,3,4,0,5000,1,1,1,0,0,0,1,0,1,1,1,3,0,0,0,0,0,0,Improved
Kisumu,1561,Female,4,2,2,4,1,5000,0,1,1,0,1,0,0,1,0,1,1,3,2,0,0,0,0,0,Worsened
Tharaka-Nithi,408,Male,6,2,1,2,0,5000,0,1,1,0,1,0,0,0,0,1,8,2,2,0,0,1,0,0,Stayed the same
Kirinyaga,693,Male,3,1,3,4,0,5000,0,1,1,0,1,0,0,0,0,1,0,6,2,1,1,1,0,0,Improved
Mombasa,25,Female,2,2,4,4,0,5000,0,1,1,0,1,0,0,1,0,1,0,4,3,1,1,0,1,0,Worsened
Meru,390,Female,3,2,4,4,0,5000,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,Worsened
Kisumu,1578,Male,6,2,2,4,0,5000,0,1,1,0,0,0,0,0,0,1,0,2,2,0,1,0,0,0,Worsened
Uasin Gishu,975,Female,3,1,4,2,0,5000,0,1,1,0,1,0,1,1,1,1,1,9,2,0,0,0,1,1,Stayed the same
Kiambu,808,Male,6,2,2,4,0,5000,1,1,1,0,1,0,1,0,1,1,0,7,2,0,0,0,0,0,Worsened
Kakamega,1378,Female,2,2,2,4,0,5000,0,1,1,0,0,1,1,1,1,1,1,6,3,0,0,0,1,1,Worsened
Kisumu,1585,Female,4,2,3,1,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,Worsened
Nyandarua,635,Female,2,1,2,4,0,5000,0,1,1,0,1,0,1,1,1,1,1,5,2,1,1,1,1,1,Worsened
Uasin Gishu,984,Male,2,1,4,1,0,5000,0,1,1,0,1,0,0,0,0,1,1,4,2,0,0,0,1,0,Improved
Uasin Gishu,982,Female,2,1,3,1,0,5000,0,1,1,0,0,0,0,0,0,1,2,1,3,1,1,1,1,1,Stayed the same
Murang'a,752,Female,6,2,1,3,0,5000,1,0,0,7,1,1,0,0,0,1,0,9,2,1,1,1,1,0,Stayed the same
Isiolo,323,Male,6,2,1,3,0,5000,0,1,0,7,0,0,0,0,0,0,1,0,2,1,1,1,0,0,Worsened
Lamu,180,Female,2,1,3,4,0,5000,0,0,1,0,1,0,0,0,0,1,1,2,2,0,0,1,0,0,Stayed the same
Taita-Taveta,197,Female,5,2,2,2,0,5000,1,1,1,0,0,1,0,1,1,1,1,6,2,0,1,0,1,0,Worsened
Nyandarua,633,Male,4,2,2,2,0,5000,0,1,1,0,0,0,1,0,0,1,1,3,3,1,0,0,0,0,Worsened
Siaya,1549,Male,1,2,3,1,0,5000,0,1,0,2,0,0,0,0,0,0,2,0,2,1,1,1,1,1,Worsened
Tharaka-Nithi,422,Female,2,1,3,1,0,5000,0,1,1,2,0,0,0,1,0,1,2,1,3,1,1,1,1,1,Stayed the same
Kilifi,85,Female,3,1,2,4,0,5000,1,1,1,0,0,1,1,1,1,1,1,4,1,0,0,1,0,0,Worsened
Vihiga,1406,Female,6,2,1,3,0,5000,0,0,1,0,0,0,1,1,1,1,1,4,2,0,0,1,0,0,Stayed the same
Laikipia,1128,Female,1,2,3,1,0,5000,0,0,0,2,0,0,0,0,0,0,2,0,3,1,0,1,0,0,Stayed the same
Bomet,1339,Male,5,1,4,4,0,5000,0,1,1,0,1,1,0,0,0,1,0,7,2,1,1,1,1,1,Stayed the same
Mombasa,43,Female,5,2,4,4,0,5000,1,1,1,0,0,0,1,0,0,1,1,2,3,1,1,1,1,0,Improved
Kitui,493,Female,2,3,2,1,0,5000,1,1,1,0,1,0,0,0,0,1,1,3,1,0,0,1,0,0,Stayed the same
Marsabit,292,Female,4,3,1,4,0,5000,0,1,1,0,0,1,1,1,1,1,1,5,3,1,0,0,0,0,Worsened
Kakamega,1395,Female,4,2,2,2,0,5000,1,1,1,0,0,0,1,1,1,1,1,5,2,0,0,0,0,0,Worsened
Murang'a,728,Female,5,3,2,4,1,5000,1,1,1,0,0,1,1,1,1,1,1,6,3,0,0,0,0,0,Improved
Mombasa,46,Female,2,2,4,1,0,5000,1,1,1,0,1,0,1,0,0,1,0,6,2,1,1,1,1,1,Stayed the same
Bungoma,1444,Female,2,2,3,4,0,5000,1,0,1,2,0,0,0,0,0,1,2,0,3,0,0,1,1,0,Stayed the same
Nakuru,1177,Female,3,2,2,1,0,5000,0,0,1,0,1,0,0,0,0,1,4,3,2,1,0,1,1,1,Improved
Kakamega,1386,Female,6,2,1,4,0,5000,0,0,0,7,0,0,0,1,0,0,1,1,0,0,1,0,0,0,Worsened
Turkana,826,Female,6,3,1,3,0,5000,1,0,0,7,0,0,0,1,1,0,4,1,3,0,0,0,0,0,Worsened
Nakuru,1164,Female,3,2,3,4,0,5000,1,1,1,0,0,1,1,0,0,1,1,5,3,1,1,1,0,0,Worsened
Mandera,285,Female,6,3,1,3,0,5000,0,1,1,0,1,0,0,1,0,1,0,5,2,1,0,1,1,0,Improved
Kwale,78,Female,3,2,2,1,0,5000,1,1,1,0,1,1,0,0,1,1,4,6,3,0,0,0,1,1,Worsened
Kisii,1703,Male,4,2,3,4,0,5000,1,1,1,0,1,0,0,1,0,1,1,4,3,0,0,1,0,0,Worsened
Lamu,164,Female,4,1,2,4,0,5000,1,1,1,0,0,0,0,1,1,1,8,2,2,0,0,0,0,0,Worsened
Makueni,589,Female,4,2,2,4,0,5000,1,1,1,0,1,1,1,1,1,1,0,7,3,0,0,0,0,0,Worsened
Nakuru,1153,Female,3,1,3,4,0,5000,1,1,1,0,1,0,0,0,0,1,3,4,3,1,1,1,1,0,Worsened
Nandi,1034,Female,2,1,3,4,0,5000,0,1,1,0,1,1,0,1,0,1,1,7,3,1,1,1,1,1,Stayed the same
Nakuru,1141,Male,2,1,3,1,0,5000,1,0,0,7,0,0,0,0,0,0,2,0,2,1,1,1,0,0,Improved
Nyamira,1735,Female,4,2,2,4,0,5000,0,1,1,0,0,1,0,0,0,1,3,3,2,1,1,1,0,0,Stayed the same
Kericho,1294,Male,3,1,2,4,0,5000,0,1,1,0,0,0,1,1,1,1,1,4,3,0,1,0,0,0,Worsened
Kilifi,113,Female,4,2,2,2,0,5000,0,1,1,0,0,1,0,1,1,1,1,4,3,0,0,0,0,0,Worsened
Uasin Gishu,949,Male,2,2,3,1,0,5000,1,1,1,0,1,1,1,0,1,1,1,6,3,1,1,1,1,0,Worsened
Samburu,909,Female,6,3,1,4,0,5000,0,1,1,0,0,0,0,1,1,1,4,2,2,0,0,1,1,0,Worsened
Machakos,520,Male,3,2,3,4,0,5000,0,1,1,0,1,0,1,0,0,1,0,10,3,1,1,1,1,0,Improved
Makueni,567,Female,4,2,3,4,0,5000,0,1,1,0,0,1,1,1,1,1,1,4,3,0,1,0,1,0,Worsened
Busia,1517,Male,3,2,3,1,0,5000,1,1,1,0,1,1,0,0,1,1,1,4,2,0,0,0,0,0,Worsened
Makueni,565,Female,6,2,3,3,0,5000,1,0,0,7,0,1,0,0,0,0,1,1,1,1,1,1,0,0,Worsened
Murang'a,753,Male,5,1,2,2,0,5000,0,1,1,0,1,0,0,0,0,1,1,2,1,0,1,1,1,0,Stayed the same
Kakamega,1388,Female,3,2,2,2,0,5000,0,1,1,0,0,0,1,1,1,1,1,4,1,0,0,0,0,0,Worsened
Kirinyaga,715,Female,4,2,2,2,0,5000,0,1,1,0,1,0,0,0,0,1,1,3,3,1,1,0,0,0,Stayed the same
Migori,1658,Male,5,2,2,4,0,5000,0,1,1,0,0,0,1,1,1,1,1,2,2,0,0,1,0,0,Improved
Nakuru,1144,Male,4,1,3,4,0,5000,0,1,1,0,0,0,1,0,1,1,0,6,3,0,0,1,1,1,Worsened
Kilifi,119,Male,3,2,3,4,0,5000,1,1,1,0,1,0,0,0,0,1,3,5,2,1,0,1,1,0,Improved
Kiambu,813,Male,6,2,4,4,0,5000,1,1,1,0,1,0,0,0,0,1,0,8,3,1,1,1,1,1,Stayed the same
Vihiga,1434,Male,4,2,4,1,0,5000,1,1,1,0,1,0,1,0,1,1,0,5,2,1,1,1,1,1,Improved
Nakuru,1135,Female,4,2,2,4,0,5000,1,1,1,0,1,1,1,1,0,1,8,6,1,1,1,0,1,1,Worsened
West Pokot,884,Female,3,2,3,4,0,5000,1,1,1,2,0,0,0,0,0,1,2,0,3,1,1,1,1,1,Improved
Busia,1512,Female,2,2,3,1,0,5000,0,1,1,0,1,0,0,1,0,1,1,3,2,1,1,1,0,0,Stayed the same
Kitui,472,Female,5,2,2,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,3,1,1,1,0,0,Stayed the same
Trans Nzoia,926,Male,2,1,3,1,0,5000,0,0,0,7,0,0,0,0,0,0,1,0,3,1,1,1,1,0,Stayed the same
Murang'a,727,Male,2,2,3,1,0,5000,1,1,1,0,1,0,1,0,1,1,8,4,3,0,1,1,0,0,Worsened
Homabay,1628,Male,3,2,3,1,0,5000,1,1,1,0,1,1,0,1,1,1,1,7,3,0,0,0,0,0,Worsened
Marsabit,294,Male,6,2,4,4,1,5000,0,1,1,0,1,0,1,0,0,1,0,6,2,1,1,0,1,1,Worsened
Busia,1492,Male,6,2,3,4,0,5000,0,0,0,3,0,0,0,0,0,0,1,2,3,0,1,1,0,0,Worsened
Kirinyaga,709,Female,3,2,4,1,0,5000,0,1,1,0,1,1,0,0,1,1,0,10,3,1,1,1,1,0,Improved
Kitui,487,Female,5,2,2,4,0,5000,1,0,1,0,0,0,1,1,0,1,1,5,2,0,1,1,0,0,Worsened
Kisumu,1565,Female,5,1,2,3,0,5000,0,1,1,0,1,1,1,0,0,1,0,6,1,0,0,1,0,0,Worsened
Kakamega,1394,Female,2,2,3,1,0,5000,0,0,0,4,0,0,0,0,0,0,4,0,1,1,0,0,1,0,Improved
Samburu,904,Female,3,1,1,4,0,5000,0,1,1,0,0,0,0,0,0,1,4,1,1,0,1,1,1,1,Improved
Lamu,168,Male,6,2,4,4,0,5000,1,1,1,0,1,0,0,0,0,1,0,7,3,1,1,1,1,1,Improved
Nandi,1047,Female,6,2,1,3,0,5000,1,1,0,7,0,0,0,1,0,1,0,2,1,0,0,1,0,0,Worsened
Nakuru,1147,Male,3,2,3,1,0,5000,1,1,1,0,1,0,0,0,0,1,1,2,1,0,1,1,1,0,Stayed the same
Bungoma,1445,Male,3,2,3,1,0,5000,0,1,1,0,1,0,0,1,0,1,1,6,2,0,1,1,0,0,Worsened
Nyeri,675,Female,2,2,3,4,0,5000,0,1,1,3,0,0,0,1,0,1,1,1,2,1,1,1,0,0,Worsened
Baringo,1071,Female,3,2,2,4,0,5000,0,0,0,7,0,1,0,0,0,0,1,2,2,0,1,0,0,0,Worsened
Mombasa,28,Female,3,2,2,4,0,5000,0,1,1,0,0,0,1,0,1,1,1,2,2,0,0,1,1,0,Worsened
Makueni,600,Male,2,2,3,1,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0,Improved
Tharaka-Nithi,401,Female,6,2,3,4,0,5000,1,1,1,0,0,0,0,0,0,1,1,1,2,1,0,1,1,0,Stayed the same
Nairobi City,1798,Female,3,2,2,4,0,5000,0,1,1,0,1,1,1,0,0,1,1,6,3,0,1,0,1,0,Improved
Makueni,600,Male,3,2,3,4,0,5000,1,1,1,0,1,0,1,0,1,1,0,6,3,1,1,1,1,1,Improved
Kirinyaga,683,Male,6,1,3,4,0,5000,1,1,1,0,0,0,1,0,1,1,0,5,3,1,0,1,0,0,Improved
Siaya,1551,Female,4,2,4,4,0,5000,0,1,1,0,0,0,1,1,0,1,1,3,2,1,1,0,1,0,Worsened
Nyeri,680,Male,2,2,3,1,0,5000,1,1,1,0,0,0,1,1,0,1,0,7,3,1,0,0,1,0,Worsened
Baringo,1070,Male,3,2,2,1,0,5000,0,1,1,0,1,0,1,0,1,1,1,2,2,1,0,1,0,0,Stayed the same
West Pokot,864,Female,5,3,1,4,0,5000,0,0,0,7,0,0,0,1,0,0,1,1,1,0,1,1,1,0,Stayed the same
Uasin Gishu,980,Male,5,2,3,4,0,5000,0,1,1,0,1,1,1,1,1,1,1,7,2,0,0,1,1,0,Stayed the same
Uasin Gishu,960,Female,4,2,3,4,0,5000,0,1,1,0,0,1,1,0,0,1,1,7,3,0,0,0,1,1,Improved
Kilifi,90,Male,1,2,3,1,0,5000,0,1,1,2,0,0,0,0,0,1,2,0,3,1,1,1,0,0,Worsened
Kakamega,1368,Male,5,2,2,4,0,5000,1,1,1,0,0,1,1,1,1,1,1,7,3,0,1,0,0,0,Worsened
Kisii,1707,Male,3,2,3,4,0,5000,0,1,1,0,1,0,1,0,1,1,1,4,1,1,1,1,1,1,Improved
Meru,384,Female,6,2,2,4,0,5000,0,1,1,0,0,0,0,1,0,1,3,2,3,0,0,1,1,0,Worsened
Baringo,1069,Female,2,1,3,1,0,5000,0,0,1,0,1,0,0,1,0,1,1,3,2,0,0,1,1,0,Stayed the same
Bomet,1336,Male,3,1,4,4,0,5000,1,1,1,0,1,1,1,1,0,1,0,12,3,1,1,0,1,1,Improved
Marsabit,318,Female,6,2,1,3,1,5000,1,0,1,7,0,0,0,0,0,1,0,1,0,1,1,1,1,0,Stayed the same
Siaya,1531,Female,5,2,3,4,0,5000,1,1,0,1,1,1,1,1,1,1,0,11,2,0,1,1,1,0,Stayed the same
Isiolo,334,Female,3,2,2,4,0,5000,0,1,1,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,Stayed the same
Laikipia,1102,Male,1,1,3,1,0,5000,0,0,0,2,0,0,0,0,0,0,2,0,3,1,1,1,1,1,Stayed the same
Nandi,1056,Male,3,2,4,4,0,5000,0,1,1,0,1,0,1,1,1,1,0,10,2,0,0,0,1,0,Worsened
Uasin Gishu,974,Female,1,2,2,1,0,5000,0,0,1,2,0,0,0,0,0,1,2,0,3,0,0,1,0,0,Worsened
Kwale,57,Male,1,2,2,1,0,5000,1,0,1,7,0,0,0,0,0,1,4,0,1,1,1,1,0,0,Stayed the same
Nairobi City,1794,Female,3,2,3,1,0,5000,0,1,1,0,1,0,1,1,0,1,0,6,2,0,1,0,1,1,Worsened
Nandi,1052,Male,6,2,3,4,0,5000,1,1,1,0,1,0,1,0,1,1,1,5,2,0,1,1,1,0,Worsened
Homabay,1630,Female,4,2,2,3,0,5000,1,1,1,0,1,0,1,1,1,1,1,5,3,0,1,0,0,0,Worsened
Kilifi,90,Male,6,1,1,3,0,5000,1,0,0,7,0,0,0,0,0,0,1,0,2,0,0,1,0,0,Worsened
Narok,1209,Female,3,1,3,3,0,5000,0,1,1,0,1,0,1,0,0,1,3,8,3,1,1,1,0,0,Worsened
Mombasa,3,Female,4,2,3,4,0,5000,1,1,1,0,1,0,1,0,1,1,0,5,2,0,0,0,1,0,Worsened
Kericho,1300,Male,1,2,3,1,0,5000,0,0,0,2,0,0,0,0,0,0,2,0,3,1,0,1,0,0,Stayed the same
Kilifi,113,Female,4,2,2,4,0,5000,1,1,1,0,1,1,0,1,1,1,0,6,2,0,0,0,1,0,Worsened
Nakuru,1179,Male,4,2,4,4,0,5000,0,1,1,0,1,0,0,0,0,1,0,7,3,1,1,1,1,1,Worsened
Elgeyo-Marakwet,994,Female,4,2,2,4,0,5000,1,1,1,0,0,0,1,1,1,1,1,4,3,0,0,0,0,0,Worsened
Baringo,1089,Female,1,2,3,1,0,5000,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,Worsened
Nyamira,1745,Female,4,2,2,3,0,5000,1,1,1,0,0,0,0,1,1,1,1,1,3,0,1,0,0,0,Worsened
Embu,436,Female,3,2,3,4,0,5000,1,1,1,0,1,0,1,0,1,1,0,4,2,0,0,0,1,0,Stayed the same
Uasin Gishu,971,Female,2,1,4,1,0,5000,1,1,1,0,1,0,1,1,1,1,1,6,3,0,0,0,1,0,Worsened
Wajir,243,Female,4,1,1,4,0,5000,0,0,1,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,Worsened
Kisii,1698,Male,3,1,3,4,0,5000,0,1,1,0,1,0,1,1,0,1,0,7,2,1,0,0,0,0,Stayed the same
Lamu,180,Female,2,1,3,2,0,5000,0,1,1,0,1,0,0,0,0,1,1,2,2,0,0,1,0,0,Worsened
Nyamira,1768,Female,4,2,2,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,3,1,1,1,0,0,Worsened
Nyeri,658,Male,2,1,3,1,0,5000,1,1,1,0,0,0,0,1,1,1,0,4,3,0,1,0,1,0,Worsened
Machakos,531,Male,2,2,3,1,0,5000,0,1,0,2,0,0,0,0,0,0,2,0,3,1,1,1,1,1,Stayed the same
Meru,384,Male,2,2,3,1,0,5000,1,1,1,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,Stayed the same
Makueni,589,Female,5,1,2,2,0,5000,1,0,1,7,0,0,0,0,0,1,1,0,2,0,0,0,0,0,Worsened
Kilifi,108,Male,3,2,4,4,0,5000,1,1,1,0,0,0,1,0,0,1,1,3,3,1,1,0,1,1,Stayed the same
Kiambu,797,Male,5,1,4,4,0,5000,1,1,1,0,1,0,0,1,0,1,0,5,3,1,1,1,1,1,Improved
Bomet,1347,Female,3,1,4,1,0,5000,0,1,1,0,0,0,1,1,0,1,1,6,3,1,0,0,1,0,Improved
Makueni,585,Male,2,1,4,1,0,5000,1,1,1,0,0,0,1,0,1,1,1,3,3,1,1,1,1,0,Worsened
Bomet,1338,Male,2,2,3,1,0,5000,1,1,1,0,1,0,0,0,0,1,3,2,3,0,1,1,1,0,Improved
Laikipia,1125,Female,4,2,2,4,0,5000,1,1,1,0,1,1,1,1,1,1,0,16,2,0,0,0,1,0,Improved
Kilifi,90,Male,2,2,1,4,0,5000,0,0,1,7,0,0,0,0,0,1,1,0,3,0,1,1,0,0,Worsened
Kirinyaga,688,Male,6,1,3,4,0,5000,1,1,1,0,1,1,0,1,0,1,0,9,2,1,1,1,0,0,Worsened
Nakuru,1167,Female,4,2,3,2,0,5000,1,1,1,0,1,1,0,1,0,1,1,6,2,0,1,0,1,0,Improved
